sequence_num	token	bio_only	token_indices	upos	pos_indices	char_list	prediction
254	words	O	1491.0	NOUN	0.0	[24, 13, 90, 30, 69]	O
254	translated	O	14801.0	VERB	14.0	[67, 90, 26, 40, 69, 43, 26, 67, 49, 30]	O
254	into	O	295.0	ADP	4.0	[32, 40, 67, 13]	O
254	English	O	10997.0	PROPN	9.0	[28, 40, 35, 43, 32, 69, 31]	B
254	)	O	102.0	PUNCT	8.0	[70]	O
254	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
254	was	O	71.0	AUX	2.0	[24, 26, 69]	O
254	only	O	448.0	ADV	5.0	[13, 40, 43, 79]	O
254	a	O	74.0	DET	3.0	[26]	O
254	slogan	O	14801.0	ADJ	11.0	[69, 43, 13, 35, 26, 40]	O
254	only	O	448.0	ADV	5.0	[13, 40, 43, 79]	O
254	,	O	61.0	PUNCT	8.0	[1]	O
254	marketing	O	13040.0	NOUN	0.0	[72, 26, 90, 2, 49, 67, 32, 40, 35]	O
254	,	O	61.0	PUNCT	8.0	[1]	O
254	you	O	156.0	PRON	1.0	[79, 13, 50]	O
254	know	O	532.0	VERB	14.0	[2, 40, 13, 24]	O
254	😂	O	14801.0	SYM	10.0	[92]	O
255	I	O	7.0	PRON	1.0	[36]	O
255	thought	O	1884.0	VERB	14.0	[67, 31, 13, 50, 35, 31, 67]	O
255	Undead	B	14801.0	PROPN	9.0	[83, 40, 30, 49, 26, 30]	B
255	Nightmare	I	14801.0	NOUN	0.0	[19, 32, 35, 31, 67, 72, 26, 90, 49]	O
255	was	O	71.0	AUX	2.0	[24, 26, 69]	O
255	pretty	O	2787.0	ADV	5.0	[9, 90, 49, 67, 67, 79]	O
255	fucking	O	154.0	NOUN	0.0	[41, 50, 0, 2, 32, 40, 35]	O
255	cool	O	226.0	ADJ	11.0	[0, 13, 13, 43]	O
255	.	O	13.0	PUNCT	8.0	[4]	O
256	No	O	1970.0	INTJ	13.0	[19, 13]	O
256	Dodge	B	14801.0	PROPN	9.0	[77, 13, 30, 35, 49]	B
256	Demon	I	14801.0	PROPN	9.0	[77, 49, 72, 13, 40]	I
256	?	O	131.0	PUNCT	8.0	[55]	O
256	It	O	1.0	PRON	1.0	[36, 67]	O
256	was	O	71.0	AUX	2.0	[24, 26, 69]	O
256	teased	O	14801.0	VERB	14.0	[67, 49, 26, 69, 49, 30]	O
256	a	O	74.0	DET	3.0	[26]	O
256	little	O	2394.0	ADJ	11.0	[43, 32, 67, 67, 43, 49]	O
256	bit	O	1264.0	NOUN	0.0	[22, 32, 67]	O
256	in	O	91.0	ADP	4.0	[32, 40]	O
256	Fate	B	14801.0	ADJ	11.0	[8, 26, 67, 49]	O
256	of	I	45.0	ADP	4.0	[13, 41]	O
256	the	I	3.0	DET	3.0	[67, 31, 49]	O
256	Furious	I	14801.0	ADJ	11.0	[8, 50, 90, 32, 13, 50, 69]	O
256	.	O	13.0	PUNCT	8.0	[4]	O
256	.	O	13.0	PUNCT	8.0	[4]	O
256	.	O	13.0	PUNCT	8.0	[4]	O
257	Feel	O	4814.0	VERB	14.0	[8, 49, 49, 43]	O
257	good	O	75.0	ADJ	11.0	[35, 13, 13, 30]	O
257	ink	O	14801.0	NOUN	0.0	[32, 40, 2]	O
257	part	O	3067.0	NOUN	0.0	[9, 26, 90, 67]	O
257	2	O	134.0	X	6.0	[38]	O
257	please	O	1502.0	INTJ	13.0	[9, 43, 49, 26, 69, 49]	O
257	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
257	a	O	74.0	DET	3.0	[26]	O
257	remake	O	14801.0	VERB	14.0	[90, 49, 72, 26, 2, 49]	O
257	of	O	45.0	ADP	4.0	[13, 41]	O
257	Clint	B	14801.0	NOUN	0.0	[84, 43, 32, 40, 67]	O
257	Eastwood	I	14801.0	PROPN	9.0	[28, 26, 69, 67, 24, 13, 13, 30]	B
258	put	O	777.0	VERB	14.0	[9, 50, 67]	O
258	Dozer	O	14801.0	PROPN	9.0	[77, 13, 3, 49, 90]	B
258	'	O	573.0	PUNCT	8.0	[74]	O
258	s	O	5354.0	PART	15.0	[69]	O
258	spit	O	1153.0	NOUN	0.0	[69, 9, 32, 67]	O
259	Damn	O	1793.0	PROPN	9.0	[77, 26, 72, 40]	O
259	so	O	79.0	ADV	5.0	[69, 13]	O
259	you	O	156.0	PRON	1.0	[79, 13, 50]	O
259	we	O	268.0	PRON	1.0	[24, 49]	O
259	'	O	573.0	PUNCT	8.0	[74]	O
259	re	O	13502.0	ADP	4.0	[90, 49]	O
259	in	O	91.0	ADP	4.0	[32, 40]	O
259	WI	B	14801.0	PROPN	9.0	[86, 36]	B
259	?	O	131.0	PUNCT	8.0	[55]	O
259	Thats	O	3666.0	NOUN	0.0	[73, 31, 26, 67, 69]	O
259	'	O	573.0	PUNCT	8.0	[74]	O
259	s	O	5354.0	PART	15.0	[69]	O
259	where	O	6.0	ADV	5.0	[24, 31, 49, 90, 49]	O
259	we	O	268.0	PRON	1.0	[24, 49]	O
259	'	O	573.0	PUNCT	8.0	[74]	O
259	re	O	13502.0	ADP	4.0	[90, 49]	O
259	from	O	5.0	ADP	4.0	[41, 90, 13, 72]	O
259	.	O	13.0	PUNCT	8.0	[4]	O
260	Hahahahhahahaha	O	14801.0	PROPN	9.0	[54, 26, 31, 26, 31, 26, 31, 31, 26, 31, 26, 31, 26, 31, 26]	B
260	lol	O	69.0	INTJ	13.0	[43, 13, 43]	O
260	my	O	53.0	PRON	1.0	[72, 79]	O
260	sister	O	4135.0	NOUN	0.0	[69, 32, 69, 67, 49, 90]	O
260	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
260	i	O	216.0	PRON	1.0	[32]	O
260	watch	O	2221.0	VERB	14.0	[24, 26, 67, 0, 31]	O
260	ur	O	563.0	PRON	1.0	[50, 90]	O
260	older	O	98.0	ADJ	11.0	[13, 43, 30, 49, 90]	O
260	video	O	876.0	NOUN	0.0	[33, 32, 30, 49, 13]	O
260	=	O	17.0	SYM	10.0	[64]	O
260	o	O	1555.0	ADV	5.0	[13]	O
260	uija	O	14801.0	NOUN	0.0	[50, 32, 23, 26]	O
260	board	O	5556.0	NOUN	0.0	[22, 13, 26, 90, 30]	O
260	in	O	91.0	ADP	4.0	[32, 40]	O
260	an	O	97.0	DET	3.0	[26, 40]	O
260	asylum	O	14197.0	X	6.0	[26, 69, 79, 43, 50, 72]	B
260	=	O	17.0	SYM	10.0	[64]	O
260	the	O	3.0	DET	3.0	[67, 31, 49]	O
260	alien	O	14801.0	ADV	5.0	[26, 43, 32, 49, 40]	O
260	thingy	O	14801.0	NOUN	0.0	[67, 31, 32, 40, 35, 79]	O
260	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
260	know	O	532.0	VERB	14.0	[2, 40, 13, 24]	O
260	shes	O	6144.0	NOUN	0.0	[69, 31, 49, 69]	O
260	scared	O	654.0	ADJ	11.0	[69, 0, 26, 90, 49, 30]	O
260	of	O	45.0	ADP	4.0	[13, 41]	O
260	you	O	156.0	PRON	1.0	[79, 13, 50]	O
260	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
260	she	O	1525.0	PRON	1.0	[69, 31, 49]	O
260	is	O	52.0	AUX	2.0	[32, 69]	O
260	know	O	532.0	VERB	14.0	[2, 40, 13, 24]	O
260	a	O	74.0	DET	3.0	[26]	O
260	logang	O	14801.0	VERB	14.0	[43, 13, 35, 26, 40, 35]	O
261	Play	O	2299.0	PROPN	9.0	[39, 43, 26, 79]	O
261	Monopoly	B	14801.0	ADV	5.0	[88, 13, 40, 13, 9, 13, 43, 79]	O
262	Can	O	267.0	AUX	2.0	[84, 26, 40]	O
262	guess	O	2878.0	VERB	14.0	[35, 50, 49, 69, 69]	O
262	how	O	914.0	ADV	5.0	[31, 13, 24]	O
262	many	O	123.0	ADJ	11.0	[72, 26, 40, 79]	O
262	times	O	3420.0	NOUN	0.0	[67, 32, 72, 49, 69]	O
262	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
262	said	O	564.0	VERB	14.0	[69, 26, 32, 30]	O
262	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
262	Fire	O	11427.0	PROPN	9.0	[8, 32, 90, 49]	B
262	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
262	in	O	91.0	ADP	4.0	[32, 40]	O
262	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
262	episode	O	1017.0	NOUN	0.0	[49, 9, 32, 69, 13, 30, 49]	O
262	?	O	131.0	PUNCT	8.0	[55]	O
263	hey	O	342.0	INTJ	13.0	[31, 49, 79]	O
263	GT	B	14801.0	X	6.0	[12, 73]	O
263	will	O	426.0	AUX	2.0	[24, 32, 43, 43]	O
263	you	O	156.0	PRON	1.0	[79, 13, 50]	O
263	do	O	421.0	VERB	14.0	[30, 13]	O
263	1	O	121.0	X	6.0	[29]	O
263	on	O	137.0	ADP	4.0	[13, 40]	O
263	sup	O	14801.0	NOUN	0.0	[69, 50, 9]	O
263	?	O	131.0	PUNCT	8.0	[55]	O
264	Hope	O	982.0	VERB	14.0	[54, 13, 9, 49]	O
264	youre	O	8006.0	PRON	1.0	[79, 13, 50, 90, 49]	O
264	gaining	O	14801.0	VERB	14.0	[35, 26, 32, 40, 32, 40, 35]	O
264	money	O	1681.0	NOUN	0.0	[72, 13, 40, 49, 79]	O
264	again	O	68.0	ADV	5.0	[26, 35, 26, 32, 40]	O
264	cause	O	117.0	NOUN	0.0	[0, 26, 50, 69, 49]	O
264	im	O	516.0	X	6.0	[32, 72]	O
264	seeing	O	1699.0	VERB	14.0	[69, 49, 49, 32, 40, 35]	O
264	ads	O	6859.0	NOUN	0.0	[26, 30, 69]	O
264	again	O	68.0	ADV	5.0	[26, 35, 26, 32, 40]	O
265	La	B	9118.0	PROPN	9.0	[47, 26]	B
265	la	I	5064.0	NOUN	0.0	[43, 26]	O
265	land	I	14801.0	NOUN	0.0	[43, 26, 40, 30]	O
265	is	O	52.0	AUX	2.0	[32, 69]	O
265	my	O	53.0	PRON	1.0	[72, 79]	O
265	favorite	O	1539.0	NOUN	0.0	[41, 26, 33, 13, 90, 32, 67, 49]	O
265	movie	O	1532.0	NOUN	0.0	[72, 13, 33, 32, 49]	O
265	guys	O	192.0	NOUN	0.0	[35, 50, 79, 69]	O
265	.	O	13.0	PUNCT	8.0	[4]	O
265	.	O	13.0	PUNCT	8.0	[4]	O
265	.	O	13.0	PUNCT	8.0	[4]	O
265	.	O	13.0	PUNCT	8.0	[4]	O
265	wait	O	306.0	VERB	14.0	[24, 26, 32, 67]	O
265	there	O	1692.0	ADV	5.0	[67, 31, 49, 90, 49]	O
265	has	O	228.0	AUX	2.0	[31, 26, 69]	O
265	been	O	90.0	AUX	2.0	[22, 49, 49, 40]	O
265	a	O	74.0	DET	3.0	[26]	O
265	mistake	O	6297.0	NOUN	0.0	[72, 32, 69, 67, 26, 2, 49]	O
265	moonlight	B	8343.0	NOUN	0.0	[72, 13, 13, 40, 43, 32, 35, 31, 67]	O
265	is	O	52.0	AUX	2.0	[32, 69]	O
265	actually	O	2739.0	ADV	5.0	[26, 0, 67, 50, 26, 43, 43, 79]	O
265	my	O	53.0	PRON	1.0	[72, 79]	O
265	favorite	O	1539.0	NOUN	0.0	[41, 26, 33, 13, 90, 32, 67, 49]	O
265	movie	O	1532.0	NOUN	0.0	[72, 13, 33, 32, 49]	O
266	Why	O	846.0	ADV	5.0	[86, 31, 79]	O
266	are	O	193.0	AUX	2.0	[26, 90, 49]	O
266	u	O	843.0	X	6.0	[50]	O
266	giving	O	4865.0	VERB	14.0	[35, 32, 33, 32, 40, 35]	O
266	1	O	121.0	X	6.0	[29]	O
266	'	O	573.0	PUNCT	8.0	[74]	O
266	000	O	14801.0	NUM	7.0	[10, 10, 10]	O
266	'	O	573.0	PUNCT	8.0	[74]	O
266	000	O	14801.0	NUM	7.0	[10, 10, 10]	O
266	Supercell	B	14801.0	PROPN	9.0	[25, 50, 9, 49, 90, 0, 49, 43, 43]	B
266	OMFG	O	14801.0	INTJ	13.0	[6, 88, 8, 12]	I
267	LMAO	O	813.0	SYM	10.0	[47, 88, 21, 6]	O
267	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
267	concentration	O	14801.0	NOUN	0.0	[0, 13, 40, 0, 49, 40, 67, 90, 26, 67, 32, 13, 40]	O
267	clubs	O	14801.0	NOUN	0.0	[0, 43, 50, 22, 69]	O
267	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
268	Represents	O	14801.0	NOUN	0.0	[59, 49, 9, 90, 49, 69, 49, 40, 67, 69]	O
268	my	O	53.0	PRON	1.0	[72, 79]	O
268	time	O	78.0	NOUN	0.0	[67, 32, 72, 49]	O
268	at	O	55.0	ADP	4.0	[26, 67]	O
268	school	O	903.0	NOUN	0.0	[69, 0, 31, 13, 13, 43]	O
268	right	O	358.0	ADV	5.0	[90, 32, 35, 31, 67]	O
268	now	O	263.0	ADV	5.0	[40, 13, 24]	O
268	.	O	13.0	PUNCT	8.0	[4]	O
268	Stupid	O	7067.0	PROPN	9.0	[25, 67, 50, 9, 32, 30]	B
268	exams	O	14801.0	NOUN	0.0	[49, 66, 26, 72, 69]	O
268	.	O	13.0	PUNCT	8.0	[4]	O
268	When	O	315.0	ADV	5.0	[86, 31, 49, 40]	O
268	I	O	7.0	PRON	1.0	[36]	O
268	come	O	285.0	VERB	14.0	[0, 13, 72, 49]	O
268	home	O	353.0	ADV	5.0	[31, 13, 72, 49]	O
268	I	O	7.0	PRON	1.0	[36]	O
268	listen	O	7584.0	VERB	14.0	[43, 32, 69, 67, 49, 40]	O
268	to	O	35.0	ADP	4.0	[67, 13]	O
268	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
268	song	O	1333.0	NOUN	0.0	[69, 13, 40, 35]	O
268	.	O	13.0	PUNCT	8.0	[4]	O
268	THANK	O	12836.0	NOUN	0.0	[73, 54, 21, 19, 56]	O
268	YOU	O	584.0	PRON	1.0	[16, 6, 83]	O
268	PARAMORE	O	14801.0	NOUN	0.0	[39, 21, 59, 21, 88, 6, 59, 28]	O
268	!	O	81.0	PUNCT	8.0	[65]	O
269	please	O	1502.0	INTJ	13.0	[9, 43, 49, 26, 69, 49]	O
269	upload	O	2660.0	NOUN	0.0	[50, 9, 43, 13, 26, 30]	O
269	*	O	1743.0	PUNCT	8.0	[42]	O
269	desi	B	14801.0	X	6.0	[30, 49, 69, 32]	O
269	boys	I	5778.0	NOUN	0.0	[22, 13, 79, 69]	O
269	*	O	1743.0	PUNCT	8.0	[42]	O
270	Dude	O	14801.0	NOUN	0.0	[77, 50, 30, 49]	O
270	should	O	1018.0	AUX	2.0	[69, 31, 13, 50, 43, 30]	O
270	join	O	1004.0	VERB	14.0	[23, 13, 32, 40]	O
270	TYT	B	14801.0	X	6.0	[73, 16, 73]	B
270	.	O	13.0	PUNCT	8.0	[4]	O
270	Those	O	5750.0	PRON	1.0	[73, 31, 13, 69, 49]	O
270	guys	O	192.0	NOUN	0.0	[35, 50, 79, 69]	O
270	are	O	193.0	AUX	2.0	[26, 90, 49]	O
270	doing	O	848.0	VERB	14.0	[30, 13, 32, 40, 35]	O
270	really	O	555.0	ADV	5.0	[90, 49, 26, 43, 43, 79]	O
270	good	O	75.0	ADJ	11.0	[35, 13, 13, 30]	O
270	reporting	O	14801.0	VERB	14.0	[90, 49, 9, 13, 90, 67, 32, 40, 35]	O
270	.	O	13.0	PUNCT	8.0	[4]	O
271	Is	O	1165.0	AUX	2.0	[36, 69]	O
271	it	O	70.0	PRON	1.0	[32, 67]	O
271	me	O	130.0	PRON	1.0	[72, 49]	O
271	?	O	131.0	PUNCT	8.0	[55]	O
271	Or	O	4872.0	CCONJ	16.0	[6, 90]	O
271	does	O	2194.0	AUX	2.0	[30, 13, 49, 69]	O
271	Trumpty	B	14801.0	NOUN	0.0	[73, 90, 50, 72, 9, 67, 79]	O
271	Dumpty	I	14801.0	PROPN	9.0	[77, 50, 72, 9, 67, 79]	B
271	seem	O	2523.0	VERB	14.0	[69, 49, 49, 72]	O
271	even	O	73.0	ADV	5.0	[49, 33, 49, 40]	O
271	more	O	1816.0	ADJ	11.0	[72, 13, 90, 49]	O
271	clueless	O	14801.0	NOUN	0.0	[0, 43, 50, 49, 43, 49, 69, 69]	O
271	than	O	724.0	ADP	4.0	[67, 31, 26, 40]	O
271	ever	O	2889.0	ADV	5.0	[49, 33, 49, 90]	O
271	?	O	131.0	PUNCT	8.0	[55]	O
271	Jesus	B	1787.0	PROPN	9.0	[27, 49, 69, 50, 69]	B
271	,	O	61.0	PUNCT	8.0	[1]	O
271	Joseph	B	14801.0	PROPN	9.0	[27, 13, 69, 49, 9, 31]	B
271	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
271	Mary	B	14801.0	PROPN	9.0	[88, 26, 90, 79]	B
271	,	O	61.0	PUNCT	8.0	[1]	O
271	we	O	268.0	PRON	1.0	[24, 49]	O
271	are	O	193.0	AUX	2.0	[26, 90, 49]	O
271	doomed	O	14801.0	VERB	14.0	[30, 13, 13, 72, 49, 30]	O
271	.	O	13.0	PUNCT	8.0	[4]	O
272	A	O	249.0	DET	3.0	[21]	O
272	modern	O	11349.0	ADJ	11.0	[72, 13, 30, 49, 90, 40]	O
272	Boy	B	711.0	PROPN	9.0	[68, 13, 79]	B
272	in	I	91.0	ADP	4.0	[32, 40]	O
272	the	I	3.0	DET	3.0	[67, 31, 49]	O
272	Bubble	I	14801.0	PROPN	9.0	[68, 50, 22, 22, 43, 49]	B
272	.	O	13.0	PUNCT	8.0	[4]	O
272	Can	O	267.0	AUX	2.0	[84, 26, 40]	O
272	it	O	70.0	PRON	1.0	[32, 67]	O
272	deliver	O	7565.0	VERB	14.0	[30, 49, 43, 32, 33, 49, 90]	O
272	?	O	131.0	PUNCT	8.0	[55]	O
273	Norman	B	14801.0	PROPN	9.0	[19, 13, 90, 72, 26, 40]	B
273	is	O	52.0	AUX	2.0	[32, 69]	O
273	busy	O	838.0	ADJ	11.0	[22, 50, 69, 79]	O
273	watching	O	65.0	VERB	14.0	[24, 26, 67, 0, 31, 32, 40, 35]	O
273	everything	O	1138.0	PRON	1.0	[49, 33, 49, 90, 79, 67, 31, 32, 40, 35]	O
273	you	O	156.0	PRON	1.0	[79, 13, 50]	O
273	do	O	421.0	VERB	14.0	[30, 13]	O
273	n	O	489.0	PART	15.0	[40]	O
273	'	O	573.0	PUNCT	8.0	[74]	O
273	t	O	5427.0	NOUN	0.0	[67]	O
273	Wendy	B	14801.0	PROPN	9.0	[86, 49, 40, 30, 79]	O
274	That	O	1740.0	PRON	1.0	[73, 31, 26, 67]	O
274	old	O	915.0	ADJ	11.0	[13, 43, 30]	O
274	map	O	12126.0	NOUN	0.0	[72, 26, 9]	O
274	does	O	2194.0	AUX	2.0	[30, 13, 49, 69]	O
274	say	O	850.0	VERB	14.0	[69, 26, 79]	O
274	New	B	1862.0	PROPN	9.0	[19, 49, 24]	B
274	Orleans	I	14801.0	PROPN	9.0	[6, 90, 43, 49, 26, 40, 69]	B
274	Square	I	10482.0	PROPN	9.0	[25, 46, 50, 26, 90, 49]	I
274	just	O	93.0	ADV	5.0	[23, 50, 69, 67]	O
274	above	O	14801.0	ADV	5.0	[26, 22, 13, 33, 49]	O
274	Haunted	B	14801.0	PROPN	9.0	[54, 26, 50, 40, 67, 49, 30]	B
274	House	I	1791.0	PROPN	9.0	[54, 13, 50, 69, 49]	I
274	.	O	13.0	PUNCT	8.0	[4]	O
275	the	O	3.0	DET	3.0	[67, 31, 49]	O
275	real	O	1576.0	ADJ	11.0	[90, 49, 26, 43]	O
275	question	O	148.0	NOUN	0.0	[46, 50, 49, 69, 67, 32, 13, 40]	O
275	is	O	52.0	AUX	2.0	[32, 69]	O
275	why	O	1236.0	ADV	5.0	[24, 31, 79]	O
275	did	O	662.0	AUX	2.0	[30, 32, 30]	O
275	Rose	B	14801.0	NOUN	0.0	[59, 13, 69, 49]	O
275	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
275	her	O	349.0	PRON	1.0	[31, 49, 90]	O
275	kids	O	602.0	NOUN	0.0	[2, 32, 30, 69]	O
275	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
275	whole	O	6304.0	ADJ	11.0	[24, 31, 13, 43, 49]	O
275	time	O	78.0	NOUN	0.0	[67, 32, 72, 49]	O
275	is	O	52.0	AUX	2.0	[32, 69]	O
275	pretty	O	2787.0	ADV	5.0	[9, 90, 49, 67, 67, 79]	O
275	hard	O	2108.0	ADJ	11.0	[31, 26, 90, 30]	O
275	for	O	10.0	ADP	4.0	[41, 13, 90]	O
275	a	O	74.0	DET	3.0	[26]	O
275	MAN	O	14801.0	PROPN	9.0	[88, 21, 19]	B
275	to	O	35.0	ADP	4.0	[67, 13]	O
275	get	O	165.0	VERB	14.0	[35, 49, 67]	O
275	custody	O	14801.0	NOUN	0.0	[0, 50, 69, 67, 13, 30, 79]	O
275	over	O	1239.0	ADV	5.0	[13, 33, 49, 90]	O
275	a	O	74.0	DET	3.0	[26]	O
275	woman	O	5714.0	NOUN	0.0	[24, 13, 72, 26, 40]	O
275	so	O	79.0	ADV	5.0	[69, 13]	O
275	whats	O	2412.0	NOUN	0.0	[24, 31, 26, 67, 69]	O
275	the	O	3.0	DET	3.0	[67, 31, 49]	O
275	real	O	1576.0	ADJ	11.0	[90, 49, 26, 43]	O
275	story	O	786.0	NOUN	0.0	[69, 67, 13, 90, 79]	O
275	with	O	319.0	ADP	4.0	[24, 32, 67, 31]	O
275	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
275	lady	O	4005.0	NOUN	0.0	[43, 26, 30, 79]	O
275	?	O	131.0	PUNCT	8.0	[55]	O
275	?	O	131.0	PUNCT	8.0	[55]	O
275	?	O	131.0	PUNCT	8.0	[55]	O
275	?	O	131.0	PUNCT	8.0	[55]	O
275	?	O	131.0	PUNCT	8.0	[55]	O
276	did	O	662.0	AUX	2.0	[30, 32, 30]	O
276	you	O	156.0	PRON	1.0	[79, 13, 50]	O
276	call	O	620.0	NOUN	0.0	[0, 26, 43, 43]	O
276	him	O	958.0	PRON	1.0	[31, 32, 72]	O
276	hubert	B	14801.0	NOUN	0.0	[31, 50, 22, 49, 90, 67]	O
276	?	O	131.0	PUNCT	8.0	[55]	O
276	my	O	53.0	PRON	1.0	[72, 79]	O
276	name	O	4133.0	NOUN	0.0	[40, 26, 72, 49]	O
276	is	O	52.0	AUX	2.0	[32, 69]	O
276	hubert	B	14801.0	NOUN	0.0	[31, 50, 22, 49, 90, 67]	O
277	That	O	1740.0	PRON	1.0	[73, 31, 26, 67]	O
277	Mrs	B	4487.0	PROPN	9.0	[88, 90, 69]	O
277	.	I	13.0	PUNCT	8.0	[4]	O
277	Doubtfire	I	14801.0	PROPN	9.0	[77, 13, 50, 22, 67, 41, 32, 90, 49]	B
277	cutaway	O	14801.0	NOUN	0.0	[0, 50, 67, 26, 24, 26, 79]	O
277	about	O	153.0	ADV	5.0	[26, 22, 13, 50, 67]	O
277	Joan	B	14801.0	PROPN	9.0	[27, 13, 26, 40]	B
277	Collins	I	14801.0	X	6.0	[84, 13, 43, 43, 32, 40, 69]	I
277	made	O	844.0	VERB	14.0	[72, 26, 30, 49]	O
277	me	O	130.0	PRON	1.0	[72, 49]	O
277	laugh	O	4373.0	INTJ	13.0	[43, 26, 50, 35, 31]	O
277	more	O	1816.0	ADJ	11.0	[72, 13, 90, 49]	O
277	than	O	724.0	ADP	4.0	[67, 31, 26, 40]	O
277	it	O	70.0	PRON	1.0	[32, 67]	O
277	should	O	1018.0	AUX	2.0	[69, 31, 13, 50, 43, 30]	O
277	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
278	All	O	405.0	DET	3.0	[21, 43, 43]	O
278	I	O	7.0	PRON	1.0	[36]	O
278	hear	O	3088.0	VERB	14.0	[31, 49, 26, 90]	O
278	is	O	52.0	AUX	2.0	[32, 69]	O
278	Marty	B	14801.0	PROPN	9.0	[88, 26, 90, 67, 79]	B
278	from	O	5.0	ADP	4.0	[41, 90, 13, 72]	O
278	Madagascar	B	14801.0	PROPN	9.0	[88, 26, 30, 26, 35, 26, 69, 0, 26, 90]	B
278	when	O	253.0	ADV	5.0	[24, 31, 49, 40]	O
278	he	O	1152.0	PRON	1.0	[31, 49]	O
278	speaks	O	13731.0	VERB	14.0	[69, 9, 49, 26, 2, 69]	O
278	😂	O	14801.0	SYM	10.0	[92]	O
278	😂	O	14801.0	SYM	10.0	[92]	O
278	😂	O	14801.0	SYM	10.0	[92]	O
279	Coyote	B	14801.0	PROPN	9.0	[84, 13, 79, 13, 67, 49]	B
279	I	O	7.0	PRON	1.0	[36]	O
279	want	O	375.0	VERB	14.0	[24, 26, 40, 67]	O
279	whatever	O	5633.0	DET	3.0	[24, 31, 26, 67, 49, 33, 49, 90]	O
279	your	O	162.0	PRON	1.0	[79, 13, 50, 90]	O
279	having	O	180.0	VERB	14.0	[31, 26, 33, 32, 40, 35]	O
280	Thanks	O	2198.0	NOUN	0.0	[73, 31, 26, 40, 2, 69]	O
280	for	O	10.0	ADP	4.0	[41, 13, 90]	O
280	sharing	O	2479.0	VERB	14.0	[69, 31, 26, 90, 32, 40, 35]	O
280	for	O	10.0	ADP	4.0	[41, 13, 90]	O
280	those	O	4921.0	PRON	1.0	[67, 31, 13, 69, 49]	O
280	which	O	705.0	PRON	1.0	[24, 31, 32, 0, 31]	O
280	could	O	1772.0	AUX	2.0	[0, 13, 50, 43, 30]	O
280	not	O	556.0	PART	15.0	[40, 13, 67]	O
280	access	O	9256.0	NOUN	0.0	[26, 0, 0, 49, 69, 69]	O
280	the	O	3.0	DET	3.0	[67, 31, 49]	O
280	Amazon	B	2020.0	PROPN	9.0	[21, 72, 26, 3, 13, 40]	B
280	Prime	I	14801.0	PROPN	9.0	[39, 90, 32, 72, 49]	I
280	video	O	876.0	NOUN	0.0	[33, 32, 30, 49, 13]	O
280	-	O	385.0	PUNCT	8.0	[37]	O
280	the	O	3.0	DET	3.0	[67, 31, 49]	O
280	only	O	448.0	ADV	5.0	[13, 40, 43, 79]	O
280	way	O	1193.0	NOUN	0.0	[24, 26, 79]	O
280	to	O	35.0	ADP	4.0	[67, 13]	O
280	free	O	304.0	ADJ	11.0	[41, 90, 49, 49]	O
280	humanity	O	14801.0	NOUN	0.0	[31, 50, 72, 26, 40, 32, 67, 79]	O
280	is	O	52.0	AUX	2.0	[32, 69]	O
280	to	O	35.0	ADP	4.0	[67, 13]	O
280	free	O	304.0	ADJ	11.0	[41, 90, 49, 49]	O
280	information	O	14801.0	NOUN	0.0	[32, 40, 41, 13, 90, 72, 26, 67, 32, 13, 40]	O
280	.	O	13.0	PUNCT	8.0	[4]	O
280	You	O	151.0	PRON	1.0	[16, 13, 50]	O
280	rock	O	7800.0	NOUN	0.0	[90, 13, 0, 2]	O
280	as	O	248.0	ADV	5.0	[26, 69]	O
280	always	O	561.0	ADV	5.0	[26, 43, 24, 26, 79, 69]	O
280	.	O	13.0	PUNCT	8.0	[4]	O
281	Audi	B	14801.0	PROPN	9.0	[21, 50, 30, 32]	B
281	R	I	7679.0	PROPN	9.0	[59]	O
281	8	I	2522.0	X	6.0	[87]	O
281	is	O	52.0	AUX	2.0	[32, 69]	O
281	my	O	53.0	PRON	1.0	[72, 79]	O
281	favorite	O	1539.0	NOUN	0.0	[41, 26, 33, 13, 90, 32, 67, 49]	O
281	car	O	2250.0	NOUN	0.0	[0, 26, 90]	O
282	He	O	244.0	PRON	1.0	[54, 49]	O
282	said	O	564.0	VERB	14.0	[69, 26, 32, 30]	O
